Date,Ingredient,Price_Per_Unit
2024-06-25,Eggs,6.08
2024-06-25,Cocoa,660.19
2024-06-26,Flour,44.29
2024-06-26,Butter,482.15
2024-06-26,Sugar,41.4
2024-06-26,Eggs,6.13
2024-06-26,Cocoa,670.54
2024-06-27,Flour,45.05
2024-06-27,Butter,479.54
2024-06-27,Sugar,41.33
2024-06-27,Eggs,6.1
2024-06-27,Cocoa,665.76
2024-06-28,Flour,44.22
2024-06-28,Butter,479.48
2024-06-28,Sugar,40.81
2024-06-28,Eggs,6.1
2024-06-28,Cocoa,679.2
2024-06-29,Flour,44.0
2024-06-29,Butter,480.42
2024-06-29,Sugar,41.21
2024-06-29,Eggs,6.11
2024-06-29,Cocoa,680.52
2024-06-30,Flour,43.86
2024-06-30,Butter,479.3
2024-06-30,Sugar,40.82
2024-06-30,Eggs,6.16
2024-06-30,Cocoa,668.59
2024-07-01,Flour,44.32
2024-07-01,Butter,472.58
2024-07-01,Sugar,41.25
2024-07-01,Eggs,6.14
2024-07-01,Cocoa,660.21
2024-07-02,Flour,44.59
2024-07-02,Butter,477.19
2024-07-02,Sugar,41.08
2024-07-02,Eggs,6.18
2024-07-02,Cocoa,645.15
2024-07-03,Flour,44.01
2024-07-03,Butter,483.45
2024-07-03,Sugar,41.01
2024-07-03,Eggs,6.06
2024-07-03,Cocoa,640.71
2024-07-04,Flour,43.61
2024-07-04,Butter,482.58
2024-07-04,Sugar,40.87
2024-07-04,Eggs,6.07
2024-07-04,Cocoa,640.44
2024-07-05,Flour,44.25
2024-07-05,Butter,484.57
2024-07-05,Sugar,41.08
2024-07-05,Eggs,6.14
2024-07-05,Cocoa,638.11
2024-07-06,Flour,43.7
2024-07-06,Butter,490.27
2024-07-06,Sugar,41.16
2024-07-06,Eggs,6.15
2024-07-06,Cocoa,634.23
2024-07-07,Flour,43.45
2024-07-07,Butter,494.13
2024-07-07,Sugar,41.59
2024-07-07,Eggs,6.19
2024-07-07,Cocoa,639.7
2024-07-08,Flour,43.73
2024-07-08,Butter,494.48
2024-07-08,Sugar,41.52
2024-07-08,Eggs,6.26
2024-07-08,Cocoa,637.47
2024-07-09,Flour,43.93
2024-07-09,Butter,490.33
2024-07-09,Sugar,41.26
2024-07-09,Eggs,6.24
2024-07-09,Cocoa,632.5
2024-07-10,Flour,44.31
2024-07-10,Butter,483.65
2024-07-10,Sugar,41.31
2024-07-10,Eggs,6.24
2024-07-10,Cocoa,621.08
2024-07-11,Flour,44.12
2024-07-11,Butter,484.8
2024-07-11,Sugar,41.51
2024-07-11,Eggs,6.23
2024-07-11,Cocoa,626.06
2024-07-12,Flour,44.09
2024-07-12,Butter,484.77
2024-07-12,Sugar,41.62
2024-07-12,Eggs,6.28
2024-07-12,Cocoa,622.14
2024-07-13,Flour,43.89
2024-07-13,Butter,481.47
2024-07-13,Sugar,41.49
2024-07-13,Eggs,6.36
2024-07-13,Cocoa,626.42
2024-07-14,Flour,43.4
2024-07-14,Butter,478.56
2024-07-14,Sugar,41.66
2024-07-14,Eggs,6.29
2024-07-14,Cocoa,622.18
2024-07-15,Flour,44.04
2024-07-15,Butter,475.64
2024-07-15,Sugar,42.07
2024-07-15,Eggs,6.36
2024-07-15,Cocoa,617.97
2024-07-16,Flour,43.66
2024-07-16,Butter,474.4
2024-07-16,Sugar,41.61
2024-07-16,Eggs,6.36
2024-07-16,Cocoa,617.27
2024-07-17,Flour,43.85
2024-07-17,Butter,481.22
2024-07-17,Sugar,41.96
2024-07-17,Eggs,6.39
2024-07-17,Cocoa,605.15
2024-07-18,Flour,44.07
2024-07-18,Butter,489.46
2024-07-18,Sugar,40.69
2024-07-18,Eggs,6.42
2024-07-18,Cocoa,605.01
2024-07-19,Flour,43.71
2024-07-19,Butter,493.12
2024-07-19,Sugar,41.44
2024-07-19,Eggs,6.46
2024-07-19,Cocoa,603.5
2024-07-20,Flour,43.31
2024-07-20,Butter,493.55
2024-07-20,Sugar,41.82
2024-07-20,Eggs,6.43
2024-07-20,Cocoa,602.54
2024-07-21,Flour,44.61
2024-07-21,Butter,498.46
2024-07-21,Sugar,42.3
2024-07-21,Eggs,6.33
2024-07-21,Cocoa,598.89
2024-07-22,Flour,44.65
2024-07-22,Butter,493.28
2024-07-22,Sugar,42.97
2024-07-22,Eggs,6.41
2024-07-22,Cocoa,596.45
2024-07-23,Flour,45.46
2024-07-23,Butter,493.0
2024-07-23,Sugar,44.04
2024-07-23,Eggs,6.41
2024-07-23,Cocoa,601.26
2024-07-24,Flour,46.08
2024-07-24,Butter,498.87
2024-07-24,Sugar,44.21
2024-07-24,Eggs,6.39
2024-07-24,Cocoa,605.58
2024-07-25,Flour,45.69
2024-07-25,Butter,499.22
2024-07-25,Sugar,43.7
2024-07-25,Eggs,6.28
2024-07-25,Cocoa,606.79
2024-07-26,Flour,46.25
2024-07-26,Butter,503.28
2024-07-26,Sugar,43.63
2024-07-26,Eggs,6.38
2024-07-26,Cocoa,603.96
2024-07-27,Flour,45.36
2024-07-27,Butter,492.34
2024-07-27,Sugar,43.1
2024-07-27,Eggs,6.42
2024-07-27,Cocoa,600.75
2024-07-28,Flour,45.56
2024-07-28,Butter,500.0
2024-07-28,Sugar,42.62
2024-07-28,Eggs,6.44
2024-07-28,Cocoa,605.24
2024-07-29,Flour,45.16
2024-07-29,Butter,506.1
2024-07-29,Sugar,42.49
2024-07-29,Eggs,6.41
2024-07-29,Cocoa,619.86
2024-07-30,Flour,45.39
2024-07-30,Butter,510.02
2024-07-30,Sugar,43.05
2024-07-30,Eggs,6.36
2024-07-30,Cocoa,628.59
2024-07-31,Flour,45.16
2024-07-31,Butter,506.8
2024-07-31,Sugar,42.91
2024-07-31,Eggs,6.31
2024-07-31,Cocoa,634.36
2024-08-01,Flour,45.28
2024-08-01,Butter,503.91
2024-08-01,Sugar,43.18
2024-08-01,Eggs,6.29
2024-08-01,Cocoa,632.54
2024-08-02,Flour,45.29
2024-08-02,Butter,505.66
2024-08-02,Sugar,43.32
2024-08-02,Eggs,6.26
2024-08-02,Cocoa,638.4
2024-08-03,Flour,45.19
2024-08-03,Butter,502.0
2024-08-03,Sugar,42.67
2024-08-03,Eggs,6.32
2024-08-03,Cocoa,638.71
2024-08-04,Flour,45.28
2024-08-04,Butter,506.58
2024-08-04,Sugar,42.46
2024-08-04,Eggs,6.23
2024-08-04,Cocoa,639.39
2024-08-05,Flour,45.41
2024-08-05,Butter,504.79
2024-08-05,Sugar,43.07
2024-08-05,Eggs,6.08
2024-08-05,Cocoa,646.88
2024-08-06,Flour,45.76
2024-08-06,Butter,506.48
2024-08-06,Sugar,41.65
2024-08-06,Eggs,6.15
2024-08-06,Cocoa,640.27
2024-08-07,Flour,45.52
2024-08-07,Butter,505.13
2024-08-07,Sugar,41.83
2024-08-07,Eggs,6.19
2024-08-07,Cocoa,646.27
2024-08-08,Flour,45.87
2024-08-08,Butter,505.85
2024-08-08,Sugar,42.0
2024-08-08,Eggs,6.12
2024-08-08,Cocoa,641.46
2024-08-09,Flour,46.26
2024-08-09,Butter,509.35
2024-08-09,Sugar,42.31
2024-08-09,Eggs,6.08
2024-08-09,Cocoa,647.55
2024-08-10,Flour,45.71
2024-08-10,Butter,513.93
2024-08-10,Sugar,42.19
2024-08-10,Eggs,6.18
2024-08-10,Cocoa,637.71
2024-08-11,Flour,46.49
2024-08-11,Butter,511.52
2024-08-11,Sugar,42.03
2024-08-11,Eggs,6.19
2024-08-11,Cocoa,633.43
2024-08-12,Flour,46.43
2024-08-12,Butter,507.35
2024-08-12,Sugar,41.73
2024-08-12,Eggs,6.22
2024-08-12,Cocoa,627.9
2024-08-13,Flour,46.05
2024-08-13,Butter,500.21
2024-08-13,Sugar,41.53
2024-08-13,Eggs,6.29
2024-08-13,Cocoa,622.84
2024-08-14,Flour,45.7
2024-08-14,Butter,500.74
2024-08-14,Sugar,41.38
2024-08-14,Eggs,6.42
2024-08-14,Cocoa,622.33
2024-08-15,Flour,45.84
2024-08-15,Butter,504.85
2024-08-15,Sugar,41.78
2024-08-15,Eggs,6.42
2024-08-15,Cocoa,621.83
2024-08-16,Flour,46.73
2024-08-16,Butter,503.88
2024-08-16,Sugar,41.6
2024-08-16,Eggs,6.38
2024-08-16,Cocoa,611.17
2024-08-17,Flour,47.07
2024-08-17,Butter,492.13
2024-08-17,Sugar,41.61
2024-08-17,Eggs,6.36
2024-08-17,Cocoa,626.51
2024-08-18,Flour,46.2
2024-08-18,Butter,487.56
2024-08-18,Sugar,41.56
2024-08-18,Eggs,6.34
2024-08-18,Cocoa,623.41
2024-08-19,Flour,46.14
2024-08-19,Butter,481.36
2024-08-19,Sugar,41.72
2024-08-19,Eggs,6.19
2024-08-19,Cocoa,623.77
2024-08-20,Flour,45.85
2024-08-20,Butter,486.21
2024-08-20,Sugar,42.46
2024-08-20,Eggs,6.17
2024-08-20,Cocoa,633.34
2024-08-21,Flour,45.69
2024-08-21,Butter,481.45
2024-08-21,Sugar,43.18
2024-08-21,Eggs,6.2
2024-08-21,Cocoa,633.7
2024-08-22,Flour,45.99
2024-08-22,Butter,482.74
2024-08-22,Sugar,43.13
2024-08-22,Eggs,6.11
2024-08-22,Cocoa,632.27
2024-08-23,Flour,46.25
2024-08-23,Butter,482.1
2024-08-23,Sugar,43.49
2024-08-23,Eggs,6.13
2024-08-23,Cocoa,626.91
2024-08-24,Flour,45.63
2024-08-24,Butter,481.3
2024-08-24,Sugar,43.24
2024-08-24,Eggs,6.15
2024-08-24,Cocoa,622.71
2024-08-25,Flour,45.34
2024-08-25,Butter,486.33
2024-08-25,Sugar,43.27
2024-08-25,Eggs,6.11
2024-08-25,Cocoa,623.37
2024-08-26,Flour,45.95
2024-08-26,Butter,487.61
2024-08-26,Sugar,43.5
2024-08-26,Eggs,6.06
2024-08-26,Cocoa,630.57
2024-08-27,Flour,46.98
2024-08-27,Butter,483.66
2024-08-27,Sugar,42.97
2024-08-27,Eggs,6.07
2024-08-27,Cocoa,636.65
2024-08-28,Flour,46.9
2024-08-28,Butter,478.53
2024-08-28,Sugar,42.91
2024-08-28,Eggs,6.1
2024-08-28,Cocoa,634.27
2024-08-29,Flour,47.13
2024-08-29,Butter,484.15
2024-08-29,Sugar,42.99
2024-08-29,Eggs,6.1
2024-08-29,Cocoa,639.98
2024-08-30,Flour,46.7
2024-08-30,Butter,479.49
2024-08-30,Sugar,42.86
2024-08-30,Eggs,6.07
2024-08-30,Cocoa,634.96
2024-08-31,Flour,47.49
2024-08-31,Butter,489.92
2024-08-31,Sugar,42.69
2024-08-31,Eggs,6.07
2024-08-31,Cocoa,634.04
2024-09-01,Flour,47.94
2024-09-01,Butter,495.99
2024-09-01,Sugar,41.93
2024-09-01,Eggs,6.1
2024-09-01,Cocoa,625.86
2024-09-02,Flour,48.67
2024-09-02,Butter,497.78
2024-09-02,Sugar,41.59
2024-09-02,Eggs,6.08
2024-09-02,Cocoa,624.47
2024-09-03,Flour,48.84
2024-09-03,Butter,502.43
2024-09-03,Sugar,41.11
2024-09-03,Eggs,6.19
2024-09-03,Cocoa,635.41
2024-09-04,Flour,48.37
2024-09-04,Butter,502.33
2024-09-04,Sugar,41.85
2024-09-04,Eggs,6.26
2024-09-04,Cocoa,633.52
2024-09-05,Flour,48.67
2024-09-05,Butter,516.27
2024-09-05,Sugar,41.9
2024-09-05,Eggs,6.22
2024-09-05,Cocoa,634.97
2024-09-06,Flour,48.7
2024-09-06,Butter,513.03
2024-09-06,Sugar,42.08
2024-09-06,Eggs,6.14
2024-09-06,Cocoa,630.94
2024-09-07,Flour,48.97
2024-09-07,Butter,503.94
2024-09-07,Sugar,42.46
2024-09-07,Eggs,6.01
2024-09-07,Cocoa,620.07
2024-09-08,Flour,48.67
2024-09-08,Butter,504.84
2024-09-08,Sugar,43.01
2024-09-08,Eggs,6.02
2024-09-08,Cocoa,619.06
2024-09-09,Flour,48.85
2024-09-09,Butter,500.16
2024-09-09,Sugar,43.05
2024-09-09,Eggs,5.95
2024-09-09,Cocoa,620.22
2024-09-10,Flour,48.72
2024-09-10,Butter,495.9
2024-09-10,Sugar,43.1
2024-09-10,Eggs,5.96
2024-09-10,Cocoa,628.46
2024-09-11,Flour,47.92
2024-09-11,Butter,495.22
2024-09-11,Sugar,42.75
2024-09-11,Eggs,6.01
2024-09-11,Cocoa,633.79
2024-09-12,Flour,48.09
2024-09-12,Butter,491.53
2024-09-12,Sugar,43.11
2024-09-12,Eggs,5.92
2024-09-12,Cocoa,622.83
2024-09-13,Flour,47.46
2024-09-13,Butter,491.14
2024-09-13,Sugar,43.37
2024-09-13,Eggs,5.74
2024-09-13,Cocoa,631.97
2024-09-14,Flour,47.47
2024-09-14,Butter,483.4
2024-09-14,Sugar,43.39
2024-09-14,Eggs,5.81
2024-09-14,Cocoa,636.23
2024-09-15,Flour,47.91
2024-09-15,Butter,476.77
2024-09-15,Sugar,43.19
2024-09-15,Eggs,5.76
2024-09-15,Cocoa,647.67
2024-09-16,Flour,48.14
2024-09-16,Butter,490.5
2024-09-16,Sugar,42.97
2024-09-16,Eggs,5.72
2024-09-16,Cocoa,646.79
2024-09-17,Flour,48.7
2024-09-17,Butter,488.53
2024-09-17,Sugar,43.0
2024-09-17,Eggs,5.73
2024-09-17,Cocoa,647.11
2024-09-18,Flour,48.33
2024-09-18,Butter,487.7
2024-09-18,Sugar,42.9
2024-09-18,Eggs,5.74
2024-09-18,Cocoa,653.3
2024-09-19,Flour,49.06
2024-09-19,Butter,483.51
2024-09-19,Sugar,42.72
2024-09-19,Eggs,5.69
2024-09-19,Cocoa,654.45
2024-09-20,Flour,48.73
2024-09-20,Butter,484.6
2024-09-20,Sugar,43.17
2024-09-20,Eggs,5.55
2024-09-20,Cocoa,657.56
2024-09-21,Flour,48.45
2024-09-21,Butter,486.71
2024-09-21,Sugar,42.77
2024-09-21,Eggs,5.63
2024-09-21,Cocoa,663.34
2024-09-22,Flour,48.64
2024-09-22,Butter,490.39
2024-09-22,Sugar,42.44
2024-09-22,Eggs,5.6
2024-09-22,Cocoa,667.97
2024-09-23,Flour,48.22
2024-09-23,Butter,497.12
2024-09-23,Sugar,42.3
2024-09-23,Eggs,5.64
2024-09-23,Cocoa,681.25
2024-09-24,Flour,47.84
2024-09-24,Butter,497.11
2024-09-24,Sugar,42.73
2024-09-24,Eggs,5.7
2024-09-24,Cocoa,678.5
2024-09-25,Flour,47.55
2024-09-25,Butter,495.64
2024-09-25,Sugar,43.33
2024-09-25,Eggs,5.69
2024-09-25,Cocoa,678.43
2024-09-26,Flour,47.3
2024-09-26,Butter,498.72
2024-09-26,Sugar,43.37
2024-09-26,Eggs,5.64
2024-09-26,Cocoa,671.57
2024-09-27,Flour,46.36
2024-09-27,Butter,494.35
2024-09-27,Sugar,43.67
2024-09-27,Eggs,5.72
2024-09-27,Cocoa,675.59
2024-09-28,Flour,46.58
2024-09-28,Butter,493.46
2024-09-28,Sugar,43.96
2024-09-28,Eggs,5.75
2024-09-28,Cocoa,686.81
2024-09-29,Flour,46.51
2024-09-29,Butter,499.64
2024-09-29,Sugar,44.29
2024-09-29,Eggs,5.79
2024-09-29,Cocoa,673.0
2024-09-30,Flour,46.89
2024-09-30,Butter,498.63
2024-09-30,Sugar,44.06
2024-09-30,Eggs,5.71
2024-09-30,Cocoa,672.5
2024-10-01,Flour,46.87
2024-10-01,Butter,492.0
2024-10-01,Sugar,43.4
2024-10-01,Eggs,5.74
2024-10-01,Cocoa,677.72
2024-10-02,Flour,46.92
2024-10-02,Butter,497.29
2024-10-02,Sugar,43.33
2024-10-02,Eggs,5.75
2024-10-02,Cocoa,671.2
2024-10-03,Flour,46.18
2024-10-03,Butter,505.84
2024-10-03,Sugar,43.78
2024-10-03,Eggs,5.67
2024-10-03,Cocoa,671.79
2024-10-04,Flour,46.11
2024-10-04,Butter,504.01
2024-10-04,Sugar,43.58
2024-10-04,Eggs,5.7
2024-10-04,Cocoa,676.67
2024-10-05,Flour,46.27
2024-10-05,Butter,502.95
2024-10-05,Sugar,43.48
2024-10-05,Eggs,5.76
2024-10-05,Cocoa,679.15
2024-10-06,Flour,46.28
2024-10-06,Butter,502.32
2024-10-06,Sugar,43.59
2024-10-06,Eggs,5.74
2024-10-06,Cocoa,683.91
2024-10-07,Flour,45.77
2024-10-07,Butter,499.9
2024-10-07,Sugar,43.82
2024-10-07,Eggs,5.67
2024-10-07,Cocoa,673.01
2024-10-08,Flour,45.78
2024-10-08,Butter,491.36
2024-10-08,Sugar,43.24
2024-10-08,Eggs,5.73
2024-10-08,Cocoa,671.22
2024-10-09,Flour,46.34
2024-10-09,Butter,485.35
2024-10-09,Sugar,43.17
2024-10-09,Eggs,5.76
2024-10-09,Cocoa,663.18
2024-10-10,Flour,46.78
2024-10-10,Butter,487.69
2024-10-10,Sugar,42.47
2024-10-10,Eggs,5.76
2024-10-10,Cocoa,665.43
2024-10-11,Flour,46.48
2024-10-11,Butter,480.44
2024-10-11,Sugar,42.58
2024-10-11,Eggs,5.9
2024-10-11,Cocoa,662.6
2024-10-12,Flour,47.16
2024-10-12,Butter,476.82
2024-10-12,Sugar,42.66
2024-10-12,Eggs,5.94
2024-10-12,Cocoa,662.3
2024-10-13,Flour,46.98
2024-10-13,Butter,480.37
2024-10-13,Sugar,43.44
2024-10-13,Eggs,5.96
2024-10-13,Cocoa,658.7
2024-10-14,Flour,46.85
2024-10-14,Butter,492.45
2024-10-14,Sugar,43.47
2024-10-14,Eggs,5.93
2024-10-14,Cocoa,651.08
2024-10-15,Flour,45.99
2024-10-15,Butter,493.95
2024-10-15,Sugar,43.71
2024-10-15,Eggs,5.91
2024-10-15,Cocoa,650.96
2024-10-16,Flour,45.45
2024-10-16,Butter,494.31
2024-10-16,Sugar,43.88
2024-10-16,Eggs,5.88
2024-10-16,Cocoa,661.93
2024-10-17,Flour,45.06
2024-10-17,Butter,495.38
2024-10-17,Sugar,44.2
2024-10-17,Eggs,5.87
2024-10-17,Cocoa,660.47
2024-10-18,Flour,44.42
2024-10-18,Butter,501.59
2024-10-18,Sugar,44.09
2024-10-18,Eggs,5.91
2024-10-18,Cocoa,664.63
2024-10-19,Flour,44.15
2024-10-19,Butter,500.21
2024-10-19,Sugar,44.6
2024-10-19,Eggs,5.84
2024-10-19,Cocoa,678.17
2024-10-20,Flour,43.83
2024-10-20,Butter,494.14
2024-10-20,Sugar,44.61
2024-10-20,Eggs,5.98
2024-10-20,Cocoa,665.18
2024-10-21,Flour,43.79
2024-10-21,Butter,496.15
2024-10-21,Sugar,44.57
2024-10-21,Eggs,6.0
2024-10-21,Cocoa,660.21
2024-10-22,Flour,43.54
2024-10-22,Butter,495.11
2024-10-22,Sugar,44.04
2024-10-22,Eggs,6.0
2024-10-22,Cocoa,657.48
2024-10-23,Flour,43.36
2024-10-23,Butter,496.35
2024-10-23,Sugar,43.24
2024-10-23,Eggs,5.99
2024-10-23,Cocoa,672.4
2024-10-24,Flour,42.9
2024-10-24,Butter,502.19
2024-10-24,Sugar,43.24
2024-10-24,Eggs,5.95
2024-10-24,Cocoa,663.36
2024-10-25,Flour,43.01
2024-10-25,Butter,508.72
2024-10-25,Sugar,43.05
2024-10-25,Eggs,5.95
2024-10-25,Cocoa,669.66
2024-10-26,Flour,43.2
2024-10-26,Butter,500.6
2024-10-26,Sugar,43.07
2024-10-26,Eggs,6.04
2024-10-26,Cocoa,669.03
2024-10-27,Flour,42.01
2024-10-27,Butter,502.05
2024-10-27,Sugar,42.96
2024-10-27,Eggs,5.93
2024-10-27,Cocoa,657.73
2024-10-28,Flour,42.5
2024-10-28,Butter,498.1
2024-10-28,Sugar,42.56
2024-10-28,Eggs,5.93
2024-10-28,Cocoa,653.39
2024-10-29,Flour,42.6
2024-10-29,Butter,496.76
2024-10-29,Sugar,42.05
2024-10-29,Eggs,5.9
2024-10-29,Cocoa,656.2
2024-10-30,Flour,42.67
2024-10-30,Butter,496.03
2024-10-30,Sugar,42.86
2024-10-30,Eggs,5.94
2024-10-30,Cocoa,661.62
2024-10-31,Flour,42.64
2024-10-31,Butter,496.77
2024-10-31,Sugar,42.66
2024-10-31,Eggs,5.99
2024-10-31,Cocoa,660.67
2024-11-01,Flour,42.78
2024-11-01,Butter,497.21
2024-11-01,Sugar,42.64
2024-11-01,Eggs,6.17
2024-11-01,Cocoa,656.12
2024-11-02,Flour,42.53
2024-11-02,Butter,500.19
2024-11-02,Sugar,42.38
2024-11-02,Eggs,6.15
2024-11-02,Cocoa,648.94
2024-11-03,Flour,42.8
2024-11-03,Butter,502.21
2024-11-03,Sugar,42.24
2024-11-03,Eggs,6.19
2024-11-03,Cocoa,636.88
2024-11-04,Flour,42.52
2024-11-04,Butter,500.95
2024-11-04,Sugar,41.74
2024-11-04,Eggs,6.08
2024-11-04,Cocoa,635.14
2024-11-05,Flour,42.88
2024-11-05,Butter,506.69
2024-11-05,Sugar,41.52
2024-11-05,Eggs,6.12
2024-11-05,Cocoa,639.58
2024-11-06,Flour,43.47
2024-11-06,Butter,504.47
2024-11-06,Sugar,40.77
2024-11-06,Eggs,6.12
2024-11-06,Cocoa,633.2
2024-11-07,Flour,43.18
2024-11-07,Butter,502.54
2024-11-07,Sugar,40.65
2024-11-07,Eggs,6.13
2024-11-07,Cocoa,638.1
2024-11-08,Flour,43.05
2024-11-08,Butter,503.98
2024-11-08,Sugar,40.69
2024-11-08,Eggs,6.18
2024-11-08,Cocoa,637.12
2024-11-09,Flour,43.05
2024-11-09,Butter,501.71
2024-11-09,Sugar,40.64
2024-11-09,Eggs,6.13
2024-11-09,Cocoa,631.64
2024-11-10,Flour,43.44
2024-11-10,Butter,496.07
2024-11-10,Sugar,40.54
2024-11-10,Eggs,6.19
2024-11-10,Cocoa,629.71
2024-11-11,Flour,43.85
2024-11-11,Butter,492.92
2024-11-11,Sugar,40.13
2024-11-11,Eggs,6.09
2024-11-11,Cocoa,638.65
2024-11-12,Flour,43.36
2024-11-12,Butter,496.24
2024-11-12,Sugar,39.74
2024-11-12,Eggs,6.17
2024-11-12,Cocoa,653.22
2024-11-13,Flour,42.63
2024-11-13,Butter,490.71
2024-11-13,Sugar,40.11
2024-11-13,Eggs,6.19
2024-11-13,Cocoa,658.21
2024-11-14,Flour,42.42
2024-11-14,Butter,500.04
2024-11-14,Sugar,40.2
2024-11-14,Eggs,6.12
2024-11-14,Cocoa,656.4
2024-11-15,Flour,41.93
2024-11-15,Butter,507.27
2024-11-15,Sugar,39.96
2024-11-15,Eggs,6.14
2024-11-15,Cocoa,653.21
2024-11-16,Flour,41.71
2024-11-16,Butter,497.56
2024-11-16,Sugar,40.25
2024-11-16,Eggs,6.22
2024-11-16,Cocoa,647.19
2024-11-17,Flour,41.09
2024-11-17,Butter,501.06
2024-11-17,Sugar,39.59
2024-11-17,Eggs,6.29
2024-11-17,Cocoa,641.37
2024-11-18,Flour,40.67
2024-11-18,Butter,501.83
2024-11-18,Sugar,39.21
2024-11-18,Eggs,6.24
2024-11-18,Cocoa,643.84
2024-11-19,Flour,39.66
2024-11-19,Butter,509.28
2024-11-19,Sugar,39.28
2024-11-19,Eggs,6.16
2024-11-19,Cocoa,637.35
2024-11-20,Flour,40.21
2024-11-20,Butter,511.58
2024-11-20,Sugar,39.92
2024-11-20,Eggs,6.11
2024-11-20,Cocoa,639.53
2024-11-21,Flour,40.5
2024-11-21,Butter,514.29
2024-11-21,Sugar,40.43
2024-11-21,Eggs,6.07
2024-11-21,Cocoa,639.0
2024-11-22,Flour,40.32
2024-11-22,Butter,513.35
2024-11-22,Sugar,40.76
2024-11-22,Eggs,5.97
2024-11-22,Cocoa,646.43
2024-11-23,Flour,39.9
2024-11-23,Butter,511.21
2024-11-23,Sugar,41.3
2024-11-23,Eggs,5.99
2024-11-23,Cocoa,648.71
2024-11-24,Flour,39.47
2024-11-24,Butter,505.57
2024-11-24,Sugar,41.71
2024-11-24,Eggs,5.95
2024-11-24,Cocoa,645.52
2024-11-25,Flour,40.01
2024-11-25,Butter,500.02
2024-11-25,Sugar,41.83
2024-11-25,Eggs,5.96
2024-11-25,Cocoa,645.59
2024-11-26,Flour,39.88
2024-11-26,Butter,496.84
2024-11-26,Sugar,41.38
2024-11-26,Eggs,5.99
2024-11-26,Cocoa,641.34
2024-11-27,Flour,40.42
2024-11-27,Butter,495.42
2024-11-27,Sugar,40.95
2024-11-27,Eggs,5.97
2024-11-27,Cocoa,638.84
2024-11-28,Flour,40.96
2024-11-28,Butter,493.34
2024-11-28,Sugar,40.86
2024-11-28,Eggs,6.06
2024-11-28,Cocoa,642.37
2024-11-29,Flour,41.79
2024-11-29,Butter,499.12
2024-11-29,Sugar,40.51
2024-11-29,Eggs,6.12
2024-11-29,Cocoa,652.43
2024-11-30,Flour,42.55
2024-11-30,Butter,503.48
2024-11-30,Sugar,40.94
2024-11-30,Eggs,6.1
2024-11-30,Cocoa,646.94
2024-12-01,Flour,42.44
2024-12-01,Butter,495.02
2024-12-01,Sugar,41.53
2024-12-01,Eggs,6.08
2024-12-01,Cocoa,655.4
2024-12-02,Flour,41.93
2024-12-02,Butter,499.91
2024-12-02,Sugar,41.33
2024-12-02,Eggs,6.0
2024-12-02,Cocoa,665.87
2024-12-03,Flour,42.49
2024-12-03,Butter,500.53
2024-12-03,Sugar,41.36
2024-12-03,Eggs,6.02
2024-12-03,Cocoa,666.81
2024-12-04,Flour,42.19
2024-12-04,Butter,498.14
2024-12-04,Sugar,42.19
2024-12-04,Eggs,6.18
2024-12-04,Cocoa,676.63
2024-12-05,Flour,42.46
2024-12-05,Butter,496.16
2024-12-05,Sugar,41.85
2024-12-05,Eggs,6.14
2024-12-05,Cocoa,672.51
2024-12-06,Flour,43.48
2024-12-06,Butter,504.51
2024-12-06,Sugar,42.17
2024-12-06,Eggs,6.08
2024-12-06,Cocoa,677.86
2024-12-07,Flour,43.4
2024-12-07,Butter,493.68
2024-12-07,Sugar,42.29
2024-12-07,Eggs,6.02
2024-12-07,Cocoa,672.05
2024-12-08,Flour,43.32
2024-12-08,Butter,491.02
2024-12-08,Sugar,42.27
2024-12-08,Eggs,6.02
2024-12-08,Cocoa,659.42
2024-12-09,Flour,44.04
2024-12-09,Butter,486.08
2024-12-09,Sugar,41.86
2024-12-09,Eggs,6.0
2024-12-09,Cocoa,658.52
2024-12-10,Flour,44.71
2024-12-10,Butter,487.25
2024-12-10,Sugar,42.1
2024-12-10,Eggs,6.02
2024-12-10,Cocoa,659.86
2024-12-11,Flour,44.86
2024-12-11,Butter,477.83
2024-12-11,Sugar,42.0
2024-12-11,Eggs,6.08
2024-12-11,Cocoa,685.29
2024-12-12,Flour,44.32
2024-12-12,Butter,479.9
2024-12-12,Sugar,41.76
2024-12-12,Eggs,6.21
2024-12-12,Cocoa,675.78
2024-12-13,Flour,44.61
2024-12-13,Butter,473.15
2024-12-13,Sugar,41.63
2024-12-13,Eggs,6.2
2024-12-13,Cocoa,682.22
2024-12-14,Flour,44.14
2024-12-14,Butter,476.47
2024-12-14,Sugar,41.64
2024-12-14,Eggs,6.21
2024-12-14,Cocoa,687.8
2024-12-15,Flour,43.58
2024-12-15,Butter,480.43
2024-12-15,Sugar,41.41
2024-12-15,Eggs,6.27
2024-12-15,Cocoa,689.22
2024-12-16,Flour,43.51
2024-12-16,Butter,477.59
2024-12-16,Sugar,41.77
2024-12-16,Eggs,6.34
2024-12-16,Cocoa,684.97
2024-12-17,Flour,43.03
2024-12-17,Butter,480.97
2024-12-17,Sugar,41.16
2024-12-17,Eggs,6.26
2024-12-17,Cocoa,677.37
2024-12-18,Flour,42.88
2024-12-18,Butter,474.54
2024-12-18,Sugar,40.37
2024-12-18,Eggs,6.19
2024-12-18,Cocoa,681.0
2024-12-19,Flour,42.35
2024-12-19,Butter,473.01
